,trackName,Punctuation,User
2321,Petar-ho,5,3
2322,Vida d oferta,5,3
2323,Goodline,5,3
2324,La gent que estimo,5,3
2325,Bye bye,5,3
2326,Wake Up,5,3
2327,Lakilove,5,3
2328,Wake Up,5,3
2329,Bye bye,5,3
2330,Elefants,5,3
2331,De bonesh,5,3
2333,Talismà,5,3
2334,Goodline,5,3
2335,Lakilove,5,3
2336,La gent que estimo,5,3
2337,Vida d oferta,5,3
2339,L Empordà,4,3
2340,Volveré a Empezar,5,3
2342,Amb Tu,4,3
2343,Como Camarón,4,3
2344,Esbarzers,5,3
2345,good 4 u,5,3
2347,Better in Color,3,3
2348,Tongue Tied,3,3
2349,Personal,2,3
2351,I Think He Knows,4,3
2352,Location,3,3
2353,Boy Band,3,3
2354,Say My Name,4,3
2355,Memories,4,3
2357,La dansa del vestit,4,3
2361,Chemicals,4,3
2363,Massa Bé,5,3
2364,Marry You,4,3
2366,Dins aquest iglú,4,3
2367,"Footloose - From ""Footloose"" Soundtrack",3,3
2368,Loving Is Easy,4,3
2369,Loco,5,3
2370,Me Rehúso,5,3
2371,"Say It, Just Say It",1,3
2372,Good Life (with G-Eazy & Kehlani),3,3
2374,Fanática Sensual,5,3
2375,Ginza,4,3
2376,Fanática Sensual,5,3
2379,Bye bye,5,3
2380,De bonesh,5,3
2381,Talismà,5,3
2382,Elefants,5,3
2384,La gent que estimo,5,3
2386,Goodline,5,3
2389,Bye bye,5,3
2391,La Mestra,5,3
2394,El meu poble,4,3
2397,Tant de bo,4,3
2401,Senzilla,4,3
2402,Que Tot et Vagi Bé,5,3
2406,Ventiladors,5,3
2409,Invencibles,5,3
2413,Tocar Fusta,4,3
2415,Finals Blaus,5,3
2422,Músic de carrer,4,3
2430,Petxina Lliure,5,3
2431,Prenent la Lluna,2,3
2434,Bye bye,5,3
2436,Lakilove,5,3
2437,Goodline,5,3
2438,De bonesh,5,3
2440,La dansa del vestit,4,3
2441,Fer-te feliç,5,3
2444,Goodline,5,3
2445,Si Veig la Teva Mare,3,3
2446,La gent que estimo,5,3
2447,Calgary 88,4,3
2449,Lakilove,5,3
2462,Meravellós Regal,4,3
2466,Les Teves Pigues,4,3
2467,Les Teves Pigues,4,3
2468,Gat Rumberu,4,3
2470,Mil Batalles,4,3
2472,Boy Band,3,3
2475,Escopinya,5,3
2477,Lligar no és lo teu,4,3
2478,El Tren De Mitjanit,3,3
2479,Jean-Luc,3,3
2481,Ara torno,5,3
2482,Stay Homa,4,3
2483,Una Lluna a l Aigua,5,3
2484,The Bright Side,5,3
2485,De bonesh,5,3
2486,Esbarzers,5,3
2487,Invencibles,5,3
2488,Rockamboleska,4,3
2489,Deixa,5,3
2492,Fullar sempre,5,3
2494,Hui la liem,3,3
2497,De bonesh,5,3
2499,Viure Sense Tu,4,3
2501,Escriurem,4,3
2502,La Mestra,5,3
2503,John Brown,5,3
2506,En la que el Bernat se t troba,3,3
2508,Fernando,3,3
2509,I Have A Dream,1,3
2510,When I Kissed The Teacher,3,3
2514,"Honey, Honey - From  Mamma Mia!  Original Motion Picture Soundtrack",4,3
2518,The Day Before You Came,3,3
2522,Fernando,3,3
2525,Tot Està per Fer,3,3
2527,Aguacero (feat. Ana Tijoux),4,3
2528,Quan cau el Sol (feat. Marcel i Júlia),5,3
2532,Una Lluna a l aigua (feat. Zoo),5,3
2536,"Et recordo (feat. Raquel Lúa, Guillem Roma & Cantabile)",4,3
2537,Cançons de llibertat (feat. Lluís Llach),4,3
2538,Som foc (feat. Stay Homas),5,3
2539,Quan calla la ciutat (feat. Lluís Gavaldà),4,3
2546,Lakilove,5,3
2548,Vida d oferta,5,3
2549,De bonesh,5,3
2550,Elefants,5,3
2551,Bye bye,5,3
2552,Goodline,5,3
2553,Goodline,5,3
2554,La gent que estimo,5,3
2555,Wake Up,5,3
2556,Petar-ho,5,3
2557,Talismà,5,3
2558,Lakilove,5,3
2559,Vida d oferta,5,3
2560,De bonesh,5,3
2562,Bye bye,5,3
2563,Goodline,5,3
2564,La gent que estimo,5,3
2566,Una Lluna a l Aigua,5,3
2567,Una Lluna a l aigua (feat. Zoo),5,3
2569,Quan cau el Sol (feat. Marcel i Júlia),5,3
2570,Som foc (feat. Stay Homas),5,3
2571,Petar-ho,5,3
2573,Vida d oferta,5,3
2575,Wake Up,5,3
2576,Talismà,5,3
2578,De bonesh,5,3
2579,De bonesh,5,3
2581,Wake Up,5,3
2583,Goodline,5,3
2585,La gent que estimo,5,3
2586,Vida d oferta,5,3
2589,Elefants,5,3
2590,Petar-ho,5,3
2592,La gent que estimo,5,3
2593,Vida d oferta,5,3
2598,Wake Up,5,3
2599,Redbone,4,3
2606,Go Fuck Yourself,4,3
2607,Belong to You (feat. 6LACK),4,3
2608,Love Is a Bitch,4,3
2609,The Less I Know the Sexy Back,4,3
2610,Torna m,3,3
2611,Ja No Ens Passa,3,3
2612,Terra Endins,4,3
2613,Talismà,5,3
2614,De bonesh,5,3
2615,Wake Up,5,3
2616,Lakilove,5,3
2617,Elefants,5,3
2620,Bye bye,5,3
2621,Petar-ho,5,3
2622,Vida d oferta,5,3
2623,La gent que estimo,5,3
2624,Talismà,5,3
2625,De bonesh,5,3
2626,Wake Up,5,3
2627,Lakilove,5,3
2628,Elefants,5,3
2629,Goodline,5,3
2630,Bye bye,5,3
2631,Petar-ho,5,3
2632,Vida d oferta,5,3
2633,Talismà,5,3
2634,De bonesh,5,3
2635,Wake Up,5,3
2636,Vida d oferta,5,3
2637,Goodline,5,3
2638,Elefants,5,3
2639,Petar-ho,5,3
2640,La gent que estimo,5,3
2641,Lakilove,5,3
2642,Bye bye,5,3
2643,Talismà,5,3
2644,De bonesh,5,3
2645,Wake Up,5,3
2646,Vida d oferta,5,3
2648,Elefants,5,3
2649,Vida d oferta,5,3
2650,Wake Up,5,3
2654,Elefants,5,3
2656,La gent que estimo,5,3
2657,Lakilove,5,3
2661,Petar-ho,5,3
2662,Vida d oferta,5,3
2664,De bonesh,5,3
2665,Talismà,5,3
2666,Talismà,5,3
2667,Goodline,5,3
2668,Elefants,5,3
2680,La gent que estimo,5,3
2681,Bye bye,5,3
2685,Tanca els ulls (feat. Joan Dausà),5,3
2687,Terra endins (feat. El Diluvi & Gertrudis),4,3
2692,Si sabessis (feat. Koers),4,3
2693,Ulls de corall (feat. Alba Reche),4,3
2694,Quan tot s enlaira (feat. Andrea Motis),4,3
2698,Una Lluna a l aigua (feat. Zoo),5,3
2699,Wake Up,5,3
2702,Tanca els ulls (feat. Joan Dausà),5,3
2712,La memòria de les mans (feat. Marala),2,3
2713,Somriurem (feat. Nil Moliner),4,3
2717,Mil ocells (feat. Jarabe de Palo),4,3
2719,Fiesta Pagana,3,3
2720,Som foc (feat. Stay Homas),5,3
2722,Si sabessis (feat. Koers),4,3
2726,Les coses senzilles (feat. Ramon Mirabet),4,3
2729,El tren del temps (feat. Miki Núñez & Dave Zulueta),4,3
2730,Som foc (feat. Stay Homas),5,3
2731,Mil ocells (feat. Jarabe de Palo),4,3
2732,Cançons de llibertat (feat. Lluís Llach),4,3
2733,Esperança (feat. Xavi Sarrià),2,3
2734,No t adormis,4,3
2739,Bendita vida (feat. Amparanoia & Muerdo),4,3
2740,Aguacero (feat. Ana Tijoux),4,3
2747,Una Lluna a l aigua (feat. Zoo),5,3
2757,Quan calla la ciutat (feat. Lluís Gavaldà),4,3
2758,Si Tu Novio Te Deja Sola,5,3
2759,Yo Perreo Sola,4,3
2761,Callaita,4,3
2762,Bellacoso,3,3
2763,BENDICIONES,4,3
2764,Pero Ya No,4,3
2765,Una Vez,4,3
2766,Amorfoda,4,3
2767,Solo de Mi,4,3
2768,Omertà,4,3
2770,Te Boté - Remix,4,3
2771,Diània,5,3
2774,Bala Perdida,3,3
2775,Tobogan,5,3
2777,Carta Abierta,4,3
2779,Salsa Boloñesa,5,3
2780,L últim segon,3,3
2782,La Huerta en el Tragaluz,5,3
2785,Quan caminàvem,4,3
2786,Fiesta Pagana,3,3
2787,Fiesta Pagana,3,3
2788,Que tot et vagi bé (feat. Gerard Quintana & Natxo Tarrés),4,3
2789,Cançons de llibertat (feat. Lluís Llach),4,3
2790,Compta amb mi (feat. Judit Neddermann),5,3
2791,Quan cau el Sol (feat. Marcel i Júlia),5,3
2792,Tanca els ulls (feat. Joan Dausà),5,3
2793,Som foc (feat. Stay Homas),5,3
2794,Tanca els ulls (feat. Joan Dausà),5,3
2795,Quan calla la ciutat (feat. Lluís Gavaldà),4,3
2796,Mil ocells (feat. Jarabe de Palo),4,3
2797,Una Lluna a l aigua (feat. Zoo),5,3
2800,Una Lluna a l aigua (feat. Zoo),5,3
2801,Ulls de corall (feat. Alba Reche),4,3
2802,Compta amb mi (feat. Judit Neddermann),5,3
2803,Si sabessis (feat. Koers),4,3
2804,El tren del temps (feat. Miki Núñez & Dave Zulueta),4,3
2805,Quan tot s enlaira (feat. Andrea Motis),4,3
2807,És hora de tornar a casa (feat. Ciudad Jara),4,3
2808,Somriurem (feat. Nil Moliner),4,3
2809,Tanca els ulls (feat. Joan Dausà),5,3
2810,No t adormis,4,3
2811,Terra endins (feat. El Diluvi & Gertrudis),4,3
2812,Mira-la,4,3
2813,Esbarzers,5,3
2814,Alegria,4,3
2817,Elefants,5,3
2822,Brama,4,3
2824,Escriurem,4,3
2828,Drames,4,3
2829,Fill de Maria,5,3
2831,Sta guai,5,3
2832,La Mestra,5,3
2833,Ulls de Corall,4,3
2834,Una Lluna a l aigua (feat. Zoo),5,3
2835,Obriu les Portes,5,3
2836,Vull estar amb tu,4,3
2841,No T encantis,3,3
2843,Quan Calla la Ciutat,4,3
2844,Avui Va De Bo,4,3
2845,Lakilove,5,3
2846,Música naix de la ràbia,3,3
2847,Goodline,5,3
2858,Els Teus Somnis,2,3
2860,Ja No Ens Passa,3,3
2866,Cresta,5,3
2869,Jean-Luc,3,3
2871,Calgary 88,4,3
2872,Lloverá y yo veré,4,3
2873,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
2891,Párteme La Cara,5,3
2892,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
2906,Elegiré,1,3
2912,Invencibles,5,3
2914,Vull,5,3
2916,Barcelona S il·lumina,4,3
2918,Lligar no és lo teu,4,3
2921,Con La Miel En Los Labios,2,3
2923,TELÉFONO,4,3
2925,– (MENOS),2,3
2928,Petar-ho,5,3
2932,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
2933,Don t Let Me Down,1,3
2934,Hair Too Long,4,3
2935,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
2936,bellyache,5,3
2937,Una Locura,4,3
2938,Ingobernable,5,3
2939,Todo De Ti,5,3
2940,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
2941,En la que el Bernat se t troba,3,3
2957,Viva La Vida,4,3
2960,Shake It Out - Operación Triunfo 2017,3,3
2961,Caminando por la vida,4,3
2963,Honey,4,3
2966,I Don t Care (with Justin Bieber),4,3
2976,Ingobernable,5,3
2978,Island,3,3
2979,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
2980,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
2982,Lo siento,4,3
2983,Los Tontos,5,3
2984,Ingobernable,5,3
2985,Ringui Dingui (con SFDK),5,3
2986,Todo De Ti,5,3
2987,Massa Bé,5,3
2988,good 4 u,5,3
2989,deja vu,5,3
2990,Hey Ya! (feat. Adala) - Roots Sessions III,4,3
2991,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),5,3
2993,La del Futbol,5,3
2994,Avant,5,3
2995,Get You (feat. Kali Uchis),4,3
2997,Electric (feat. Khalid),4,3
2999,La foguera (feat. Joan Garriga i el Mariatxi galàctic),2,3
3000,Una Lluna a l aigua (feat. Zoo),5,3
3001,Quan cau el Sol (feat. Marcel i Júlia),5,3
3002,Compta amb mi (feat. Judit Neddermann),5,3
3003,Quan cau el Sol (feat. Marcel i Júlia),5,3
3005,"A la deriva (feat. Doctor Prats, La Pau, Jo Jet i Maria Ribot, David Rosell, Sense Sal, Pelat i Pelut, Rah King, Maruja Limón, Germà Negre, Pupil·les)",4,3
3007,"Et recordo (feat. Raquel Lúa, Guillem Roma & Cantabile)",4,3
3010,Mil ocells (feat. Jarabe de Palo),4,3
3011,Les coses senzilles (feat. Ramon Mirabet),4,3
3012,Que tot et vagi bé (feat. Gerard Quintana & Natxo Tarrés),4,3
3013,Una Lluna a l aigua (feat. Zoo),5,3
3014,Una Lluna a l aigua (feat. Zoo),5,3
3018,Camals Mullats,5,3
3020,No Control,4,3
3027,Compta amb mi (feat. Judit Neddermann),5,3
3037,Dame un Minuto,5,3
3041,Insólita y Herética,5,3
3047,Pa Per Avui I Gana Per Demà,2,3
3051,Donde Se Arrodillan los Ateos,2,3
3053,Mi Calle Favorita,4,3
3054,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),5,3
3057,Crazier,5,3
3059,Call It What You Want,4,3
3060,Begin Again,4,3
3061,ME! (feat. Brendon Urie of Panic! At The Disco),5,3
3063,The Archer,4,3
3064,The Story Of Us,4,3
3065,Lover,4,3
3068,Hey Stephen,4,3
3071,How You Get The Girl,4,3
3072,Back To December - Acoustic,4,3
3073,Picture To Burn,4,3
3074,I Knew You Were Trouble.,5,3
3075,The Man,4,3
3079,The Lucky One,4,3
3081,Our Song,4,3
3085,Out Of The Woods,4,3
3086,Cornelia Street,4,3
3094,Sad Beautiful Tragic,4,3
3098,Look What You Made Me Do,3,3
3100,The Way I Loved You,4,3
3102,Quan tot s enlaira (feat. Andrea Motis),4,3
3104,La Darrera Colònia,2,3
3106,Dilo en Castellano,3,3
3107,Tant de bo,4,3
3108,Jo Vinc de Lluny,3,3
3110,Gotta Be Patient,5,3
3111,Mi casa,4,3
3113,Ara Estem Sols,4,3
3118,Avant,5,3
3119,Mi Calle Favorita,4,3
3120,Rituales de Santería,4,3
3128,Avant,5,3
3134,Todo lo que canto,4,3
3143,Una Lluna a l aigua (feat. Zoo),5,3
3144,Barcelona Tropical,4,3
3146,Tobogan,5,3
3148,A la Sombra de la Sierra,4,3
3149,Del Revés,3,3
3152,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
3157,Ara (Les Merdes II),4,3
3176,No eres tan especial,2,3
3182,Beggin ,4,3
3183,I WANNA BE YOUR SLAVE,4,3
3184,ZITTI E BUONI,4,3
3189,Speak Now,4,3
3190,Redbone,4,3
3193,Go Fuck Yourself,4,3
3194,The Way You Make Me Feel,4,3
3195,Partition,2,3
3196,Habits of My Heart,4,3
3197,All The Time,3,3
3198,The Way (feat. Chance the Rapper),4,3
3199,Motivation,3,3
3200,Electric (feat. Khalid),4,3
3202,If You Let Me,1,3
3206,Girls Need Love (with Drake) - Remix,4,3
3207,First Fuck,1,3
3209,I See Red,3,3
3211,Dos X Tres (Demo),3,3
3227,Love On The Brain,3,3
3228,"Psycho, Pt. 2",4,3
3230,Go Fuck Yourself,4,3
3232,Llorando en la Limo (feat. Alizzz),5,3
3233,Persiguiéndonos,5,3
3242,Dangerous Woman,3,3
3246,Good For You,4,3
3247,Something New,4,3
3248,"Heaven - From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""",4,3
3249,MIA,3,3
3251,PILLOWTALK,4,3
3252,Call Out My Name,4,3
3253,Love Lies (with Normani),3,3
3254,Sex With Me,1,3
3255,Waves (feat. 6LACK),3,3
3256,Better,3,3
3257,Get You (feat. Kali Uchis),4,3
3259,Electric (feat. Khalid),4,3
3263,Estamos Bien,4,3
3265,wRoNg (feat. Kehlani),4,3
3271,California King Bed,3,3
3274,Japanese Denim,4,3
3275,Island,3,3
3277,Summertime Magic,3,3
3282,Butterfly,4,3
3283,Beautiful,4,3
3285,She,5,3
3288,All The Time,3,3
3289,Lights Up,3,3
3292,Daisy,4,3
3293,Goodline,5,3
3294,Insólita y Herética,5,3
3295,Ulls de corall (feat. Alba Reche),4,3
3297,Salsa Boloñesa,5,3
3298,Voy a Celebrarlo,5,3
3299,Juice,4,3
3300,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
3302,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
3303,Goodline,5,3
3310,No Control,4,3
3311,De bonesh,5,3
3312,Som foc (feat. Stay Homas),5,3
3313,Insólita y Herética,5,3
3314,The Bright Side,5,3
3315,Talismà,5,3
3316,After House,4,3
3317,Devil Eyes,1,3
3318,She,5,3
3319,Loca,4,3
3320,I See Red,3,3
3321,Go Fuck Yourself,4,3
3322,Persiguiéndonos,5,3
3323,Japanese Denim,4,3
3324,Love Is a Bitch,4,3
3325,Redbone,4,3
3326,Una Lluna a l aigua (feat. Zoo),5,3
3327,Massa Bé,5,3
3329,good 4 u,5,3
3330,good 4 u,5,3
3331,De bonesh,5,3
3333,deja vu,5,3
3336,Insólita y Herética,5,3
3337,Compta amb mi (feat. Judit Neddermann),5,3
3338,Todo De Ti,5,3
3339,Llepolies,5,3
3340,Petar-ho,5,3
3341,Los Tontos,5,3
3342,Juice,4,3
3343,Voy a Celebrarlo,5,3
3344,Massa Bé,5,3
3345,Som foc (feat. Stay Homas),5,3
3346,Talismà,5,3
3347,Llepolies,5,3
3348,Juice,4,3
3349,He Could Be the One,4,3
3350,Voy a Celebrarlo,5,3
3351,Tell Me Something I Don t Know - Soundtrack,4,3
3352,S.O.S.,4,3
3353,S.O.S.,4,3
3354,Crazier,5,3
3355,S.O.S.,4,3
3356,You Are the Music in Me,3,3
3357,Tal Vez,5,3
3358,Una Vaina Loca (feat. Fuego),3,3
3360,La Rompe Corazones,2,3
3361,Rayos de Sol,1,3
3362,El Vals del Obrero,4,3
3363,She Don t Give a Fo,4,3
3364,Loca,4,3
3365,Comfortable,4,3
3366,Dos X Tres (Demo),3,3
3368,Invite Me,1,3
3369,Close Your Eyes,3,3
3370,Get You (feat. Kali Uchis),4,3
3371,Redbone,4,3
3372,Como Camarón,4,3
3373,Demonios,2,3
3374,Gafas de Rosa,4,3
3376,Como Camarón,4,3
3377,Vino Tinto,4,3
3381,Cacho a Cacho,4,3
3382,Voy a Celebrarlo,5,3
3383,La Gente,5,3
3386,Voy a Celebrarlo,5,3
3392,Los Tontos,5,3
3393,Beggin ,4,3
3400,deja vu,5,3
3402,Wake Up,5,3
3405,De bonesh,5,3
3407,Avant,5,3
3408,deja vu,5,3
3409,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",5,3
3410,I WANNA BE YOUR SLAVE,4,3
3411,Beggin ,4,3
3412,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
3413,Loco,5,3
3414,Los Tontos,5,3
3415,Ingobernable,5,3
3416,Ringui Dingui (con SFDK),5,3
3418,Massa Bé,5,3
3419,good 4 u,5,3
3420,deja vu,5,3
3421,Hey Ya! (feat. Adala) - Roots Sessions III,4,3
3422,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),5,3
3423,La dels Beatles,5,3
3424,La del Futbol,5,3
3425,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",5,3
3426,I WANNA BE YOUR SLAVE,4,3
3427,Beggin ,4,3
3429,good 4 u,5,3
3431,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",5,3
3432,I WANNA BE YOUR SLAVE,4,3
3433,Beggin ,4,3
3434,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
3435,Loco,5,3
3436,I WANNA BE YOUR SLAVE,4,3
3437,Beggin ,4,3
3438,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
3439,Loco,5,3
3441,Ingobernable,5,3
3442,Beggin ,4,3
3443,Ringui Dingui (con SFDK),5,3
3444,Beggin ,4,3
3445,Beggin ,4,3
3448,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",5,3
3450,Beggin ,4,3
3454,Ingobernable,5,3
3455,Ringui Dingui (con SFDK),5,3
3461,Llepolies,5,3
3473,Salsa Boloñesa,5,3
3475,deja vu,5,3
3476,Wake Up,5,3
3477,Voy a Celebrarlo,5,3
3478,Los Tontos,5,3
3479,Juice,4,3
3480,Vida d oferta,5,3
3481,Todo De Ti,5,3
3482,Ingobernable,5,3
3483,Ringui Dingui (con SFDK),5,3
3484,Bye bye,5,3
3485,The Bright Side,5,3
3486,No Control,4,3
3487,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",5,3
3489,Beggin ,4,3
3490,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
3491,Loco,5,3
3492,Los Tontos,5,3
3493,Ingobernable,5,3
3494,Ringui Dingui (con SFDK),5,3
3497,good 4 u,5,3
3498,deja vu,5,3
3501,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",5,3
3502,I WANNA BE YOUR SLAVE,4,3
3510,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
3511,Loco,5,3
3518,Cherry,4,3
3521,Back to You (feat. Bebe Rexha & Digital Farm Animals),4,3
3522,Back to You (feat. Bebe Rexha & Digital Farm Animals),4,3
3523,Drag Me Down,4,3
3524,Slow Hands,4,3
3526,Olivia,2,3
3529,Girl Almighty,4,3
3530,End of the Day,4,3
3533,Diana,4,3
3543,18,4,3
3545,Strong,4,3
3546,Gotta Be You,4,3
3547,Style,5,3
3548,Blank Space,4,3
3549,Only The Young - Featured in Miss Americana,3,3
3551,Mean,5,3
3552,Gorgeous,4,3
3553,Tim McGraw,4,3
3554,Speak Now,4,3
3555,Love Story (Taylor’s Version),3,3
3556,Red,4,3
3557,Holy Ground,4,3
3558,Out Of The Woods,4,3
3559,Watermelon Sugar x Seaside - Remix,3,3
3560,La Gente,5,3
3561,Por la Raja de Tu Falda,4,3
3563,Yemen,5,3
3564,Reproches,5,3
3565,Levitating (feat. DaBaby),4,3
3566,Reproches,5,3
3568,Me equivocaría otra vez,4,3
3569,"Nicky Jam: Bzrp Music Sessions, Vol. 41",4,3
3570,La casa por el tejado,4,3
3572,Repartiendo Arte,5,3
3575,Don t Start Now,4,3
3578,Princesas,4,3
3579,Buen Viaje,5,3
3580,Cantando,4,3
3581,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
3582,Partiendo la Pana,4,3
3583,Rueda la Corona,4,3
3585,LA NOCHE DE ANOCHE,5,3
3586,Llepolies,5,3
3587,Antes de que cuente diez,4,3
3589,Vino Tinto,4,3
3590,Esto No Para,5,3
3591,Tal Vez,5,3
3594,Ringui Dingui (con SFDK),5,3
3597,Por la Raja de Tu Falda,4,3
3598,Blancs Wu-Tank,5,3
3599,Mitad y Mitad (con Najwa),5,3
3600,DÁKITI,5,3
3603,Yonaguni,5,3
3604,Reproches,5,3
3609,Levitating (feat. DaBaby),4,3
3611,Dame un Minuto,5,3
3618,Sin ti no soy nada,4,3
3632,Alegria,4,3
3645,Ride,4,3
3646,Todos los días sale el sol,3,3
3647,Estiu,5,3
3648,In The End,5,3
3649,Reinas,4,3
3650,Volcans,4,3
3653,Una Veu Que Crida,4,3
3654,Ara (Les Merdes II),4,3
3657,Numa Numa Yey,5,3
3667,Correfoc,4,3
3672,La Trama,4,3
3673,La Nostra Bota,3,3
3676,Mi Calle Favorita,4,3
3677,The Bright Side,5,3
3684,Esbarzers,5,3
3685,L estiu És Llibertat,2,3
3686,Tu I Jo Som Aire,4,3
3687,Carrer de L Amargura,4,3
3692,La Última y Nos Vamos,2,3
3693,El Temporal,4,3
3695,Cançons D Ofrena,4,3
3696,Presoners,3,3
3697,Tu i el teu melic,4,3
3698,Ei,5,3
3701,La Gran Vida,4,3
3702,Volveré a Empezar,5,3
3703,Ventiladors,5,3
3704,Aquesta Vora + Crea,4,3
3706,Impresentables,4,3
3707,Stay Homa,4,3
3708,Llepolies,5,3
3709,Xafant Fang,4,3
3711,Hivern,4,3
3713,Rituales de Santería,4,3
3714,Algo de mí (feat. La Pegatina),4,3
3715,Llum Fluorescent,5,3
3716,Xafant Fang,4,3
3717,Velocitat del Lluç,4,3
3719,Nano,4,3
3720,La dels Beatles,5,3
3721,Els Nostres Tambors,2,3
3722,Tudo Bem,4,3
3724,La gent que estimo,5,3
3726,Creuant Tempestes,4,3
3727,Serem ocells,5,3
3728,De bonesh,5,3
3729,Corbelles,5,3
3732,La Trama,4,3
3740,Les Merdes,3,3
3744,Wake Up,5,3
3750,Todas nuestras luchas,3,3
3751,El Temporal,4,3
3752,Vida d oferta,5,3
3753,Cara de cul,5,3
3754,Se Acelera,2,3
3755,Creuant Tempestes,4,3
3758,Cançó de l aire,5,3
3759,La Casa de David,4,3
3760,Escriurem,4,3
3761,Cançó Pòstuma,5,3
3762,Xafant Fang,4,3
3763,Nano,4,3
3766,La Gran Vida,4,3
3768,Mentides de Plàstic,4,3
3769,Escales Fins al Cel,2,3
3770,Corbelles,5,3
3771,Mi casa,4,3
3772,Caminem Lluny,4,3
3773,Vuela Aunque Duela,4,3
3775,Massa Bé,5,3
3776,Ventiladors,5,3
3777,Mean,5,3
3778,Ours,4,3
3779,You Belong With Me,5,3
3780,Back To December,4,3
3781,Lover,4,3
3782,Our Song,4,3
3788,Begin Again,4,3
3789,ME! (feat. Brendon Urie of Panic! At The Disco),5,3
3796,Cornelia Street,4,3
3798,Bossanova,4,3
3799,Con la luna llena,4,3
3800,Por la Raja de Tu Falda,4,3
3801,Con la luna llena,4,3
3802,Esto No Para,5,3
3804,You Shook Me All Night Long,4,3
3805,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
3806,Break My Heart,4,3
3822,"The Winner Takes It All - From ""Mamma Mia!""",4,3
3832,Cantando,4,3
3842,I m A Believer,4,3
3845,Watermelon Sugar x Seaside - Remix,3,3
3846,Vino Tinto,4,3
3849,Your Song,4,3
3850,Cuando sale el sol,5,3
3851,La flaca,4,3
3854,La Gente,5,3
3856,Por la boca vive el pez,4,3
3857,All Star,4,3
3870,Mi Estrella Blanca,4,3
3871,Sweet Child O  Mine,4,3
3873,Don t Start Now,4,3
3875,What They Want,4,3
3876,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",5,3
3877,You Shook Me All Night Long,4,3
3879,Partiendo la Pana,4,3
3880,Poquito a Poco,4,3
3882,Levitating (feat. DaBaby),4,3
3883,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",5,3
3884,"I Don t Want to Miss a Thing - From ""Armageddon"" Soundtrack",4,3
3885,Romeo y Julieta,4,3
3886,Tal Vez,5,3
3888,"Marta, Sebas, Guille y los demás",4,3
3889,Por la Raja de Tu Falda,4,3
3890,Te conozco bien,5,3
3893,En Que Estrella Estara,4,3
3896,El universo sobre mí,4,3
3897,Bossanova,4,3
3899,Bossanova,4,3
3900,Salir,1,3
3901,Hips Don t Lie (feat. Wyclef Jean),4,3
3902,Cantando,4,3
3903,Your Song,4,3
3904,Me equivocaría otra vez,4,3
3905,Cuando sale el sol,5,3
3906,En Que Estrella Estara,4,3
3910,Gimme! Gimme! Gimme! (A Man After Midnight) - From  Mamma Mia!  Original Motion Picture Soundtrack,4,3
3911,Dame un Minuto,5,3
3914,Salsa Boloñesa,5,3
3916,La flaca,4,3
3920,All You Had To Do Was Stay,4,3
3923,Speak Now,4,3
3925,I Think He Knows,4,3
3926,Style,5,3
3930,Teardrops On My Guitar - Radio Single Remix,4,3
3932,I Knew You Were Trouble.,5,3
3933,Fifteen,4,3
3953,Ingobernable,5,3
3956,Massa Bé,5,3
3963,Avant,5,3
3964,Llepolies,5,3
3965,Tobogan,5,3
3967,Diània,5,3
3969,Leave The Door Open,5,3
3970,Dinero,5,3
3971,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",5,3
3972,I WANNA BE YOUR SLAVE,4,3
3975,Loco,5,3
3976,Los Tontos,5,3
3977,Your Song,4,3
3978,Dinero,5,3
3979,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",5,3
